36000;0.678449
36000;0.759445
36000;0.745198
36000;0.658832
36000;0.737544
39600;0.763318
39600;0.882600
39600;0.937824
39600;0.752235
39600;0.819555
43200;0.927188
43200;0.919174
43200;0.886348
43200;0.898967
43200;0.917443
46800;1.036271
46800;1.019113
46800;1.078560
46800;1.085166
46800;1.124566
50400;1.263700
50400;1.274169
50400;1.225987
50400;1.234099
50400;1.245508
54000;1.271832
54000;1.262989
54000;1.271055
54000;1.270545
54000;1.277438
57600;1.341032
57600;1.315161
57600;1.354947
57600;1.364050
57600;1.344538
61200;1.462899
61200;1.467363
61200;1.427955
61200;1.356032
61200;1.356002
64800;1.528811
64800;1.523953
64800;1.519948
64800;1.498893
64800;1.522793
68400;1.651935
68400;1.603214
68400;1.705049
68400;1.665720
68400;1.635168
72000;1.785143
72000;1.920979
72000;1.624132
72000;1.483549
72000;1.508645
